10000 16666
7294 9391 3
8249 2552 10
137 3455 6
2519 6177 4
2623 1771 7
5697 3601 9
3277 1539 7
4086 311 7
8659 7633 5
8988 6949 3
9070 6026 1
5595 1088 10
3423 3895 6
275 8501 5
8969 7235 4
3099 2666 9
1883 9251 3
7791 5751 7
6176 3628 9
1843 2671 1
5077 2376 7
6058 5945 7
7125 4349 1
1406 7749 5
1154 3356 1
5783 5686 8
1008 6513 6
7610 2896 3
832 8651 8
7440 4863 4
274 4375 1
7673 1041 1
6004 79 7
2831 4371 5
7111 9151 6
8006 5746 3
4207 2539 1
520 9019 9
5542 2848 1
4379 2936 7
5530 681 7
9484 1820 7
6809 7291 2
2483 7930 4
8945 2883 5
5769 481 2
242 9575 8
391 3764 5
3240 1812 4
7165 2649 9
8440 1814 1
9300 8753 7
9823 2849 5
8211 53 3
8215 9521 1
2747 5617 4
1116 3857 5
8491 9442 2
8589 7641 5
727 449 9
664 8075 5
4611 4408 1
9621 8085 3
5449 9789 9
5235 1900 1
126 6560 1
962 1554 5
5935 1360 1
5633 639 3
5989 3238 7
4724 445 6
3526 5294 5
2069 8191 9
2586 4843 1
6096 3276 8
312 2321 1
64 2636 3
9027 5927 9
2660 3922 7
4027 2968 9
4626 8301 8
7955 5608 1
4277 135 1
8893 8246 5
511 4017 1
9847 1048 6
4144 5626 3
8236 6261 7
2973 4737 7
3956 249 9
4252 9513 1
1760 3089 9
3159 7933 5
357 4857 3
6881 4285 2
7298 9489 5
3114 2847 5
5555 1201 8
9730 9599 6
746 6945 7
294 4606 1
4396 2017 1
3828 5033 10
6771 3386 9
8291 2033 3
9573 1470 7
1632 4931 7
5837 1668 7
1776 9851 1
4189 3049 6
8152 7336 6
8339 8871 9
77 2630 10
5913 5519 1
2380 3161 1
7503 4123 3
8873 5521 9
9872 9257 7
1851 5572 1
2207 6931 4
8195 7121 1
4595 3155 3
1084 9146 1
2583 9012 5
6052 2293 1
2020 8961 3
1128 5981 1
5371 4176 3
8903 9421 1
2964 4926 2
7027 2001 1
5374 2626 3
9933 879 1
6264 1670 5
9770 6137 6
5101 6901 1
9278 3381 4
6873 4659 9
4368 821 9
1166 1475 5
7474 9128 3
366 1919 3
4072 2688 6
4221 7345 4
1953 3579 9
5146 8043 7
6137 2497 7
4786 6033 6
2884 6853 10
3551 9821 2
2379 3441 7
2717 6702 1
122 9423 3
948 3041 7
4231 8369 4
1799 8933 10
4489 8204 3
9295 4921 1
183 4496 1
7036 5953 5
5572 5333 6
2010 7211 7
788 3403 5
6708 2950 5
8308 761 1
7283 3867 3
2972 8661 1
9297 9969 1
4674 731 5
1190 6270 5
8680 1669 1
2793 6469 6
5350 1031 3
5853 7465 10
6168 801 7
6068 8780 8
9653 3769 1
6912 3137 4
8086 3473 1
5634 7197 1
8880 8621 2
9972 3887 1
6978 5530 6
130 1421 1
8097 5233 1
5546 382 9
2065 2873 1
1115 6201 1
8073 6484 9
5541 6646 9
5706 6073 3
4274 1501 1
4949 9450 1
5893 3935 8
1656 991 5
2258 2529 5
9660 5281 3
6579 8050 1
1248 2905 5
2176 1285 6
1020 7223 7
322 2065 6
1263 6657 7
2953 3850 1
3753 7299 9
6645 5275 9
5307 391 9
4384 4649 3
2808 7121 1
6298 9909 5
5525 2178 2
9829 6957 7
4561 7127 9
4693 7425 6
1059 3582 3
5149 1105 7
211 6049 9
6474 3540 7
904 5041 5
2035 1735 1
523 2221 8
529 5321 2
3311 2794 7
987 7461 7
6949 1863 9
1502 8911 1
9846 5769 7
5082 1149 1
2575 2017 5
665 711 5
5374 2101 6
8864 3784 5
8925 1729 1
6407 6851 8
6351 7535 7
3195 7791 9
7823 7449 8
4370 3135 4
3855 9385 1
7311 3383 1
7763 5313 5
7776 9823 6
1419 8869 10
2806 2753 6
1735 4537 5
3042 6926 1
7195 1927 3
6462 708 9
1436 5491 9
2334 1553 9
3696 9812 5
460 3761 6
3328 7788 8
9316 361 2
5108 8943 9
3813 4415 2
6492 3721 8
6371 3261 1
9383 491 1
9761 9541 5
5365 9447 1
63 5522 5
878 5519 9
4368 9864 5
2614 2925 4
278 4686 7
7297 9114 6
8621 8926 3
5752 5777 1
3800 5305 9
2114 5841 10
6368 8658 8
5718 9527 1
6684 9969 3
2115 5841 3
2056 5126 7
7276 9271 9
9550 4421 9
2580 3569 2
1519 5662 7
7683 8073 6
9641 8937 6
6395 6576 3
9743 6227 3
3563 8674 10
6388 8681 5
1248 3755 6
2784 2483 1
295 2261 6
2393 761 3
6062 7888 7
6175 1235 5
289 7265 3
3132 6511 1
9480 1517 1
9908 8955 2
8041 1826 9
4492 7651 6
3192 9421 1
3950 2161 1
9633 599 3
1059 6711 8
7683 4267 2
6725 9540 6
9090 4401 3
1109 6613 8
4315 7198 10
4521 6297 1
3673 2457 5
8041 1392 9
3840 9390 10
8886 3818 1
9774 4331 6
7157 2965 5
2840 2815 5
4392 3871 1
3314 8197 7
6571 1524 7
7288 4237 3
4521 2077 9
2690 5401 1
1812 4286 7
1554 2873 8
9554 4257 1
8757 1592 3
2566 5049 5
516 4119 6
6452 3837 7
7592 2103 7
4840 9109 8
2871 5273 3
965 1091 6
686 1314 3
5564 8581 1
8223 5497 8
3184 7017 9
5924 3473 1
2797 1457 7
1955 6848 3
187 3126 5
5560 4057 7
1037 1509 2
6708 8307 1
3013 9317 1
583 7088 7
6423 1241 5
5959 9405 1
3931 9963 1
2161 7429 5
757 8097 1
403 1632 8
8602 6689 8
6517 449 5
2672 413 6
135 21 9
6237 1982 3
6772 453 3
8286 3651 1
8472 7081 1
2489 3407 1
1445 7959 1
1522 4858 3
7924 9240 9
3983 667 7
5256 9246 9
2454 179 6
5869 5997 1
9774 8321 6
3445 8241 6
2489 9386 1
2246 3085 3
9252 1147 1
6707 7013 10
7640 4873 1
5207 8465 7
7800 4033 3
6014 4041 3
2748 2271 5
6189 6037 1
865 5047 2
6143 5961 5
1804 2003 4
228 4273 1
5456 6473 6
23 2462 6
1876 3089 9
8500 1602 10
4404 3268 5
1976 1103 2
7679 1700 10
8906 5115 9
8850 3068 1
7215 8637 1
7077 225 7
912 9137 3
877 6717 1
6470 1793 7
6192 8139 1
5967 2001 5
8075 6310 5
9542 8546 7
3778 1791 3
3504 7631 9
60 8869 5
876 2459 1
3408 9433 1
507 7701 1
6496 6226 3
4348 7775 1
5438 7061 1
5912 3697 5
6835 145 1
7460 8795 10
2204 137 1
9753 3473 10
1557 7161 6
2073 6419 5
80 9217 2
1536 9216 1
7749 6161 3
8271 7646 2
3869 3534 7
7758 147 4
7863 2401 1
328 7966 1
3646 9944 6
211 7045 4
9038 5511 3
147 4645 6
8793 6103 9
7607 8443 4
4727 5116 7
7382 3521 5
7508 3569 10
296 1031 5
5384 422 7
4079 2011 1
1198 9185 9
4785 5391 3
324 3761 1
951 593 6
8290 5831 4
9265 5155 2
1923 7897 5
2973 5121 7
2262 9611 1
1507 5849 7
4712 8467 5
5268 8443 5
5988 7751 7
128 2644 9
8709 9422 3
6570 9986 7
9282 9362 10
5466 3976 1
5898 4136 7
4850 1428 5
7353 6304 1
7164 4754 10
9190 9561 5
4759 8039 7
3324 7725 8
6098 2236 7
8959 4931 1
3897 5261 9
6848 4731 9
5383 1751 1
2653 6401 10
9456 627 1
7622 6091 1
940 3808 1
8114 8819 10
4785 6101 10
1465 9575 3
8396 8366 10
7823 2206 4
2054 2053 1
2535 8701 1
6716 7966 7
1934 8973 3
5954 3751 6
9269 2301 6
2283 4151 10
8246 5026 1
257 5441 1
16 8130 7
3083 7905 6
2845 5191 10
1838 4193 7
9544 4711 1
7562 710 2
9930 6751 2
7081 7010 1
3921 6265 1
314 8121 9
3302 6921 9
4671 681 6
1196 6141 1
9040 6550 3
6731 2557 1
9402 4551 9
401 3726 7
5305 2692 1
2819 5284 1
871 9919 1
4674 8397 5
5026 5635 10
3080 5075 1
5401 895 4
2274 6158 7
6617 816 5
621 4882 1
6773 181 1
5936 25 1
1923 4241 5
4010 3089 9
4633 1557 1
3881 2013 4
2815 9505 10
8629 2151 6
6561 3311 5
4989 4909 1
2749 8785 9
8868 2068 5
7610 9579 9
3971 8326 2
9663 5801 2
2432 5931 3
3577 1193 1
2111 9761 1
7141 8002 4
1931 8181 7
4758 4915 6
4399 721 1
5648 6281 9
5996 1109 1
9758 8177 6
9312 1949 5
5992 6996 3
8686 5705 10
3000 6891 5
7569 8861 6
1828 4011 3
7231 3503 1
1945 8455 3
4605 261 6
5767 1591 5
4930 7451 10
1479 2988 5
8067 5394 5
1343 3833 1
9277 7209 10
7925 6181 6
5753 3433 6
3628 1327 7
1532 9337 5
7933 575 2
7168 7073 2
146 9706 6
4865 373 6
1369 1956 8
2593 8 3
9727 691 6
4130 9181 9
1241 9999 1
1824 6546 5
3454 7024 7
3810 8291 5
7636 6596 6
6947 5951 10
243 9027 5
5621 1670 1
5179 150 6
8678 781 7
1670 6401 1
5918 8022 5
7153 6345 3
173 3663 5
67 6491 3
1723 5933 1
6801 3217 7
350 4747 3
91 1399 3
2518 5661 9
9667 43 1
5545 5951 7
120 136 9
5762 2523 7
168 5139 5
4215 341 1
7729 492 3
3218 2711 7
3922 8797 7
7713 5129 7
3833 210 3
2535 5701 9
3859 8241 1
6668 5883 7
7452 9609 7
7116 1191 6
457 4431 5
5904 7425 1
8950 5361 4
6606 1701 1
5724 247 6
5426 6096 10
796 4489 6
7934 897 5
2716 3771 4
1930 9817 1
1445 9717 8
1161 958 1
6301 4781 10
8343 8371 8
1677 2191 7
1540 2181 10
4937 812 6
1230 5053 9
5247 7713 3
6521 442 6
2005 6045 1
1482 4848 1
761 5860 3
2495 9321 10
1145 8885 7
2183 9708 1
5598 6975 10
356 7301 5
4274 1479 7
763 4607 7
1829 503 1
5090 3203 1
346 5217 1
5162 4736 9
1061 1541 7
3414 7411 1
7461 4225 1
8852 8365 7
6449 1771 4
6281 6249 7
1887 657 3
6937 5081 1
5049 2177 1
9406 2560 4
7464 2061 7
6137 3581 1
9818 661 3
1824 7482 1
3589 3564 3
514 4176 3
8027 7021 1
9116 4917 5
8564 2129 5
56 1026 3
5777 6149 3
6003 6065 7
6659 3521 9
2651 4523 6
9016 393 3
9579 3011 8
7603 1263 1
9113 47 9
6610 6651 5
7729 1361 8
3130 7256 1
1727 2049 7
2821 1985 6
8229 8225 7
2784 6846 7
2477 9589 5
2971 1517 5
1713 8013 1
6359 6646 1
9311 5566 1
896 8249 3
1341 4001 8
95 101 6
1648 4323 4
8930 9641 7
5703 8345 1
912 5645 1
4123 7788 9
7395 3865 1
7384 2949 9
8382 1349 2
7443 7417 5
3459 9166 1
7032 2374 2
6170 3253 3
3047 8590 4
3877 945 5
8358 641 3
5606 7177 9
200 8341 1
1871 9292 9
4333 6879 5
9923 7021 1
8314 4501 1
8153 5375 7
48 1169 5
7532 8813 7
1053 8033 5
5464 4945 1
5521 5535 5
6772 273 1
3389 5597 8
5972 3473 8
4217 5841 1
4963 1253 3
296 180 7
1589 3133 9
2106 7181 5
3439 2012 2
9676 4033 1
6838 6717 3
333 49 1
930 4756 5
6447 2875 6
2623 1746 1
3728 6453 9
3978 3551 7
8312 3457 1
8620 9153 6
1860 7251 1
5928 2880 9
6014 7692 9
8510 6701 1
5087 5901 1
3322 114 5
7725 161 2
5734 4285 3
1151 9541 1
6902 1157 6
9400 4231 3
2279 5718 9
3180 2930 9
3998 9441 6
4992 5867 1
5143 8553 9
203 8833 8
2646 8945 9
4240 1439 1
6109 1805 4
8733 4001 1
1593 6438 5
7645 5641 5
5873 2705 1
2460 13 7
5250 9169 3
3244 5741 3
5643 1201 6
6196 6803 10
783 422 5
8769 8439 1
1902 1786 2
2531 1700 3
5915 191 1
4322 6229 10
5571 6471 6
6692 8161 6
502 7941 7
7668 5355 1
1314 8833 1
8935 6086 7
9482 4926 1
4639 1253 5
4641 4401 1
1546 6713 3
5866 5279 1
6310 5599 8
5189 7541 1
7737 1905 5
5133 5937 6
1326 3225 6
1666 2866 1
4406 1870 5
2488 7705 2
1608 9012 1
1615 16 1
1784 6326 1
9586 8511 3
1193 595 8
8847 4534 6
4290 3103 6
6857 7777 1
3924 7337 9
111 5441 7
2960 6103 5
3579 1417 9
7187 4433 10
432 7191 1
9974 2174 6
8210 911 1
4637 1921 9
461 9553 1
607 9201 3
4837 5745 1
9978 3599 2
4023 1231 3
4479 761 3
4568 9781 1
6751 7596 6
6141 2665 9
6024 713 3
4568 145 7
61 9049 4
689 4489 1
2537 3705 1
9757 6006 1
6620 4261 7
2094 1719 5
3059 789 10
9352 5341 8
2533 4193 9
9548 6976 1
8265 2390 7
4733 6643 5
9351 5409 1
2338 9039 2
434 971 8
944 9501 10
6635 4037 5
1606 8506 9
3483 863 7
6243 2797 6
3668 7804 7
7282 4610 1
759 9043 6
98 4222 1
8425 3681 5
3111 3251 1
2891 6897 1
1704 6457 10
1286 5023 9
4247 2201 1
7151 9224 9
597 5688 2
8478 8262 5
7734 5476 5
3965 41 1
7299 8205 5
8343 313 1
1030 3587 3
784 6577 1
3256 7066 1
865 907 6
5302 2861 3
6643 9357 8
2021 2988 9
3176 5307 2
6523 4269 10
4861 7169 5
3982 5337 1
6428 2058 5
7898 4752 3
2263 6433 1
8740 1825 1
2600 1431 6
7726 3651 4
5314 9551 3
806 3425 1
5592 4705 1
4711 8800 9
8576 6499 4
4397 4993 1
3783 5896 3
4628 3317 1
4307 6661 1
7821 4865 9
3826 1002 2
4827 9899 1
1720 7407 10
1762 3130 7
9645 5756 9
9986 8281 1
3763 2008 1
4179 812 4
2438 9861 8
1218 2446 1
1738 6105 9
7236 2992 7
3395 7442 3
7562 9824 4
8325 859 9
6239 3931 3
1895 2436 3
7337 3301 2
1034 715 5
1490 8231 2
8947 8843 7
4832 7795 9
6012 3676 1
1381 6586 2
4154 2719 3
6559 9706 1
2496 7305 2
5703 3012 1
4542 1169 1
7270 7235 3
3100 7015 9
8863 11 10
3971 4781 8
5630 5967 5
2796 2832 6
6050 4096 1
44 8041 1
9928 1717 1
9860 6795 5
9055 2168 5
9184 8543 1
2988 2626 6
8596 2374 5
6064 676 1
4768 3097 5
3765 6217 3
4075 7621 9
8659 7889 1
4960 2053 10
8292 226 3
939 8589 9
8224 3581 7
7850 5893 3
9145 6027 8
4313 6914 5
2940 7953 3
3238 3736 1
417 3127 9
1737 3229 5
2866 1449 6
7105 3808 9
2455 629 1
451 879 1
821 5201 1
8196 9281 1
480 1701 10
7670 4725 6
1268 506 3
5616 641 1
396 3499 1
3004 3045 1
6529 3801 1
1665 831 3
8857 1849 1
5977 3437 1
1728 1901 7
5771 3061 10
157 1121 1
9400 9721 3
7300 9809 8
1404 5106 7
2187 9133 5
3959 3759 1
7408 4276 3
8499 1848 1
1013 287 1
3420 2662 9
156 2033 7
2480 5427 5
6090 1551 5
7897 3482 5
8647 9061 10
4342 9618 5
6673 4877 5
9476 6676 1
9997 6497 3
706 3738 1
6713 4850 5
3091 4601 3
4107 3046 1
131 7538 1
5306 786 8
5955 8751 3
4459 5863 7
616 955 7
3085 5489 1
4589 1197 10
7296 3687 1
1562 2001 6
3949 751 1
5559 1991 3
4069 8193 9
1215 9561 5
6074 5577 5
7931 6592 1
5459 1553 10
9196 2331 9
1210 2651 3
1146 9229 6
2386 3133 1
2988 2725 6
4809 706 1
6207 9281 1
3945 2938 6
5522 4376 7
5746 2101 7
2245 8881 9
4033 6553 3
1643 6681 3
8485 1221 3
8067 5879 7
1488 5878 6
5324 2799 9
3998 6166 1
4474 7352 5
5379 4635 3
35 9745 8
7991 717 1
1965 4853 5
9116 6675 1
735 4539 5
3736 1711 3
5774 7345 4
1869 2901 1
9228 6121 3
4967 2075 8
8660 4001 7
2138 5174 9
1363 4709 4
7978 8289 2
5221 5549 3
5524 3955 6
3840 1665 7
4927 6536 2
4256 3265 5
8922 5796 1
8102 760 1
2785 2477 1
24 841 7
9382 6557 1
8445 4777 5
9054 3799 2
4442 7685 8
1233 241 9
4563 5734 7
4407 1543 1
681 5225 7
716 7461 1
5895 8929 2
8857 7382 1
4627 621 7
3069 8381 3
9339 9309 1
7815 4001 1
4872 2296 7
7277 4665 5
4596 8877 9
6890 5008 7
5834 9158 1
1795 405 3
46 2417 1
4846 6000 1
608 7877 3
7803 3249 1
9250 9 10
7827 3859 1
6091 6513 10
6829 3921 1
7686 7652 1
7834 1873 1
1896 1283 3
1762 3173 3
8814 4241 4
2680 949 1
3479 8188 1
7744 270 1
5692 7649 7
1772 8793 5
819 9656 6
3073 2222 4
9118 2121 9
820 2660 1
1104 6825 4
8153 5740 7
5713 5099 5
477 5520 6
5071 7076 1
2852 6702 5
3880 8581 1
255 3271 7
1010 5662 2
5578 8256 5
5681 4885 3
8684 837 1
188 8827 1
2915 7555 8
5019 8249 9
4458 2705 2
557 5595 5
2902 3781 1
6065 6221 5
1540 1225 7
1620 8094 1
2690 5289 5
5060 5315 1
2621 9821 5
971 3713 7
5926 3621 1
4853 3757 7
856 6373 7
5194 6047 9
945 6133 5
8548 3191 3
1783 473 2
1312 8081 8
5108 2409 3
865 929 10
8465 7217 5
8694 2165 7
8740 5489 10
9988 46 1
3768 9940 1
9969 817 1
5228 3601 6
2678 6002 9
4704 449 2
400 897 9
9948 1005 8
5851 1521 1
2875 5685 9
2269 9401 4
5149 8126 1
4720 6151 5
3602 5829 5
3339 2245 1
6769 5461 1
7846 7976 1
4324 9621 7
795 7565 7
2086 1105 5
4035 6705 9
8669 8501 5
3808 8943 8
7211 6161 6
1567 5517 4
9449 3831 8
968 8874 6
6543 671 1
4772 9399 5
4142 3123 7
8144 1849 5
7188 5725 3
9966 7287 6
6589 401 5
5662 7968 9
3501 373 3
6156 8097 1
562 9999 5
1588 3842 1
2411 6188 9
2983 7739 9
2553 1249 7
2808 8044 3
1024 8903 1
2008 976 1
6003 137 9
500 4401 5
500 2977 8
3424 9000 6
6716 1426 1
3362 9169 2
165 4579 5
668 1550 1
6752 5859 3
64 2033 3
5434 881 10
2581 4631 2
4713 6571 2
4547 6565 1
527 3823 10
286 8717 3
6984 9644 6
1498 8601 3
5215 6725 6
1090 4961 9
4547 3349 1
2523 2156 5
822 697 4
1132 8374 3
2007 2741 2
59 8053 6
9206 8797 6
2181 7783 1
7461 7665 9
1176 7803 6
8038 8345 1
3505 961 3
9214 2553 8
9197 6001 3
9842 4927 1
8861 6057 2
3435 9813 6
6291 8181 10
540 598 1
9533 4815 5
2077 6761 10
4794 191 9
4048 4569 7
504 5386 3
2653 2961 7
6879 4301 5
3225 221 1
8540 4513 2
5695 2565 3
5482 2591 1
501 9697 1
1476 9878 7
1138 5661 7
1651 6353 1
9086 6188 7
766 2305 7
3305 7223 5
5841 9309 10
230 3617 1
3728 7610 1
3993 1525 7
7763 4351 6
8523 875 1
4220 830 9
2844 2949 1
92 5537 1
3835 9715 8
29 4636 8
6902 1025 9
4180 2842 6
3518 9681 6
7998 3866 7
766 2789 3
462 315 8
4314 1785 8
7812 9601 7
4789 1063 10
1734 4056 9
8033 6372 9
2919 8736 7
5172 4721 1
96 6671 7
2316 2637 2
9174 9826 1
8005 6785 2
1548 5121 8
8141 6982 5
6269 9076 3
2592 3635 7
2322 9761 4
5519 6953 8
370 6196 9
7322 2526 1
904 2065 1
3348 7106 5
9106 9083 1
3258 1656 1
9229 4113 7
8586 7175 6
4058 8586 9
1183 8359 5
9580 4481 1
7761 2453 10
2710 7217 5
5224 1395 9
1556 8271 1
2869 2606 2
6050 7885 1
7412 8489 9
2877 7371 9
4916 1321 1
3459 7501 8
6501 5041 7
8499 2222 8
3218 5216 9
4139 2190 9
4176 4663 5
8388 4881 1
9397 4881 5
3903 1876 8
5285 5977 5
4208 5287 9
4258 3705 9
40 1871 10
4119 5169 1
2596 577 2
2058 9401 3
1380 9489 9
7755 1260 5
683 2563 1
564 9905 1
2051 4934 1
4896 9041 1
2489 2473 1
6008 786 10
2378 3721 3
7038 9964 1
6663 3321 9
7518 4987 5
9380 8899 8
7426 1353 3
1773 6451 4
1976 4640 4
5638 8391 6
684 7301 6
1210 5815 3
5288 3133 1
5045 4806 3
975 7349 9
6709 1695 9
658 8757 7
5737 1621 6
2780 8925 9
8480 5293 6
6174 4561 1
7112 2628 9
3004 9831 3
8936 8901 5
3106 4041 3
7914 7165 1
3815 9615 1
6937 7761 3
1534 3756 5
1760 6409 3
2772 4105 9
894 6609 9
936 2368 9
30 4451 7
1044 6452 6
4034 8801 8
2506 8000 3
2655 1781 1
6694 4193 2
6241 8375 5
7251 2727 1
5424 3289 1
3661 254 5
2394 4281 10
7707 9117 9
9322 6759 9
3959 1053 3
286 7901 3
315 2721 1
9543 511 1
6749 8136 9
1571 5461 1
4030 8281 9
2891 9198 5
1947 3290 1
1173 2451 2
6987 5701 5
1684 8145 1
4448 8741 3
698 9653 2
3280 2051 6
455 8879 1
6027 2435 2
1197 8421 6
1143 501 1
1229 8761 1
1481 8545 9
5517 2181 8
5394 5341 7
2948 7799 3
1555 6941 9
2128 7486 4
4613 2685 1
6990 3456 7
1590 2901 5
1868 1291 1
1796 1217 3
7750 7641 7
6334 7 3
2345 8945 1
165 3772 9
9682 6566 7
4064 3025 1
8168 5711 7
6915 1276 10
2796 9897 1
3925 6531 1
1109 5347 7
5903 3441 1
7885 2951 1
1432 7726 7
9839 7281 1
3324 3481 6
7138 8357 5
1684 4391 1
4493 2473 6
6899 1930 9
9361 827 1
7363 6085 2
6076 3450 6
9539 4726 8
931 2836 7
3689 6029 7
4873 7753 6
5111 1621 4
1194 8201 5
4226 6561 7
8995 8571 6
1217 2047 1
1480 4811 1
199 6001 7
2544 7935 7
9644 9215 6
2794 4863 9
9991 8301 8
7014 7193 9
3821 6666 2
1505 9852 7
4390 3251 5
5805 5771 5
868 3477 1
6746 7013 1
7299 4162 1
187 2222 1
8637 8281 9
1553 7228 1
4746 1367 3
7446 3201 8
2178 6695 7
683 6713 3
8708 7257 1
4561 6724 7
594 6991 9
2949 6881 10
3394 2446 1
8031 4761 1
4190 5381 1
7322 7501 1
5527 5158 10
3635 8350 7
1866 5053 8
4230 3613 5
1539 5488 5
6006 4681 1
5692 7218 8
857 3569 4
6386 6895 7
4427 389 7
7238 9777 5
7632 2523 1
9058 2403 9
9311 2433 3
2424 631 8
2613 4971 5
2336 9811 4
280 2823 1
1229 9839 5
3257 9953 3
8183 7759 7
5496 8561 3
4179 6085 1
615 6421 1
6567 3965 1
9781 399 5
1042 7873 5
1246 26 3
3394 8369 5
4524 8960 2
1600 2367 5
1522 5837 1
1177 1921 1
3901 7277 1
6401 1349 3
2892 8887 4
8663 3819 9
5966 5581 3
659 2297 2
2137 6505 8
9412 6911 9
752 2699 1
1160 1660 1
3673 5005 7
5706 641 5
1003 251 1
4905 6501 1
2812 1329 1
573 3115 4
8904 2041 5
4464 3437 6
747 1963 1
8683 4185 5
6676 3673 7
8141 2804 3
5978 9169 1
318 1733 7
2381 2351 9
809 9121 1
6198 4103 9
9809 1549 5
3780 243 9
7741 3605 5
4179 785 1
8977 881 1
4066 7077 10
5802 6712 6
3588 4544 7
4574 2835 1
5177 2906 1
3464 969 1
1229 1217 9
914 7973 5
2446 7569 1
2328 2873 3
2262 4550 6
8094 7425 10
56 8593 1
3983 5812 1
34 8451 3
7576 1137 5
539 689 2
6371 1662 5
2650 865 1
2744 3015 7
405 169 6
780 1225 8
1492 3938 1
8299 3869 1
7704 4870 7
5059 2509 5
76 6279 5
1256 4926 1
5236 6484 3
5667 8881 1
315 5169 6
4263 852 1
1421 1820 1
5203 1437 9
4681 2321 3
5844 3326 5
7245 4624 1
4669 3130 5
7230 2059 10
377 3825 6
2594 889 9
4734 1780 5
1015 3994 1
9272 1273 9
3174 9667 6
1446 8991 6
5914 561 1
1763 4309 1
2228 5225 6
8153 1481 3
2995 625 7
9935 4187 5
4589 672 3
167 7476 7
1369 4117 10
5462 6539 5
3025 3331 10
6220 2919 9
178 1751 1
8533 2250 3
5485 8183 3
3533 6131 1
525 8801 7
4821 2746 9
5857 3738 1
416 4046 7
2298 4030 3
7667 7167 10
893 2348 6
9694 9281 1
7215 5921 3
8065 2949 7
3656 6809 7
6282 6073 8
2064 4474 1
5327 4729 5
1668 801 2
9766 8841 1
6116 5388 7
4523 6801 2
6243 7361 5
3938 4645 1
6555 8512 10
7452 561 1
8237 6961 9
795 9995 3
8484 5149 3
7989 6731 4
6464 7598 1
5789 8619 1
802 3816 7
1066 8209 9
3731 2170 1
5628 8862 6
2833 7321 1
942 4926 7
9027 2678 1
1978 8339 5
1368 299 6
3709 2617 3
4240 6065 1
8089 5041 7
2922 5405 9
2830 497 1
9793 8637 5
4002 5211 2
6758 7145 3
1200 6643 5
8185 9009 3
1970 7579 7
6771 6693 2
3115 1922 7
805 3001 6
9264 121 1
5365 9409 10
2583 9565 1
6741 8569 6
8425 6357 6
8917 3056 9
8246 1746 5
5397 7757 7
3058 6637 7
3563 4241 1
33 1101 7
3409 2373 9
6618 6431 9
2362 2327 7
4098 9201 7
4632 4099 1
1922 5846 1
1643 7969 5
1826 5497 6
9881 6103 7
4725 9459 8
4219 2969 1
4058 8191 6
4695 5365 5
5529 4609 2
5208 5083 9
7600 3206 7
4083 7174 1
9246 2976 4
3493 1521 1
3226 7793 3
7601 1441 3
619 8879 1
3886 1087 1
7419 1251 7
4971 6356 10
9273 2809 1
7888 2390 1
9300 8088 6
7990 3626 7
1895 9967 1
2590 8637 10
8719 5293 4
8222 5119 3
385 8643 6
8322 2631 10
480 1025 6
5891 8833 3
5164 8161 3
8230 7331 3
554 3704 9
3160 3121 10
3993 7595 7
8738 1732 3
9520 6817 9
5640 3245 1
9173 7201 1
4146 5101 4
7354 6001 2
203 4321 9
663 8751 8
5896 6948 3
6663 4177 1
2229 3047 5
1543 5205 7
4253 6721 9
8447 4493 6
9322 5911 6
3599 7425 5
1189 9026 3
6348 240 1
869 1251 2
5601 5459 1
3248 297 5
8401 3631 7
8127 9085 10
4177 7263 1
36 4512 6
6915 9742 8
4756 6467 7
3513 3068 7
3143 5393 2
2967 3601 8
5275 815 9
2252 3437 2
4791 7026 4
8636 9836 2
3214 3886 6
4134 8197 1
2213 331 6
4103 7917 1
6190 2017 9
778 2553 10
6432 4737 5
2678 6718 1
2706 9553 2
1211 3961 9
8477 9027 1
7561 9151 5
8860 6001 9
4116 7020 9
614 6303 2
2256 5321 7
9140 2674 5
5218 9593 9
6432 8019 7
9877 4925 1
5995 7905 9
6502 6249 6
3445 3393 7
3026 7085 5
3728 8869 3
9449 6229 4
5708 5059 10
1262 9095 1
3259 5121 1
4732 8929 9
2441 3667 5
9131 7763 5
3411 6443 7
2780 297 1
7559 3347 5
2903 6151 3
8139 1144 3
5667 4577 9
7722 4013 1
722 6472 4
4552 7834 5
8735 9561 5
8737 1451 9
8094 4711 6
1906 7090 1
8383 3394 1
9548 5401 9
4702 935 1
3885 5001 7
6711 1881 1
4377 2751 6
9386 2281 9
1166 8508 6
6014 7393 3
2903 467 1
6182 8605 1
5817 8276 9
3196 7801 8
8248 5563 1
8295 4547 1
4205 5777 5
206 7870 7
2444 7109 6
4749 7430 3
5014 8126 9
7283 4534 7
5971 1801 4
8690 3041 6
7863 2291 6
3934 3363 4
962 3609 5
3514 8425 1
8570 6631 2
302 2846 1
7263 1365 9
4183 6017 7
5062 9900 6
2397 9442 7
6031 7151 1
8682 344 10
6644 8636 5
3327 7866 3
9626 6861 1
694 3420 2
1109 1849 7
2735 8400 9
183 2677 1
7340 6695 3
4203 4261 9
8725 6077 5
3931 2271 1
8068 2363 1
1823 1396 9
139 6995 7
6784 713 1
3629 296 6
4784 9163 1
9177 6689 3
8634 6825 3
9491 6993 4
8392 3977 4
1322 1511 10
8572 2955 9
1467 9209 1
2234 296 5
9668 1543 6
9588 2793 1
1986 8881 8
